"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2011-2012","","F","Geometry","EOC",423,67.82,32.18
"2011-2012","","F","Geometry","",423,67.82,32.18
"2011-2012","","F","History","3",460,85.95,14.05
"2011-2012","","F","History","",460,86.01,13.99
"2011-2012","","F","Mathematics","3",414,58.47,41.53
"2011-2012","","F","Mathematics","4",428,65.43,34.57
"2011-2012","","F","Mathematics","5",404,47.8,52.2
"2011-2012","","F","Mathematics","6",415,67.32,32.68
"2011-2012","","F","Mathematics","7",400,40.74,59.26
"2011-2012","","F","Mathematics","8",412,62.5,37.5
"2011-2012","","F","Mathematics","",413,58.04,41.96
"2011-2012","","F","Science","3",472,86.17,13.83
"2011-2012","","F","Science","5",454,81.6,18.4
"2011-2012","","F","Science","8",470,84.93,15.07
"2011-2012","","F","Science","",465,84.31,15.69
"2011-2012","","F","US History I","CST",452,67.68,32.32
"2011-2012","","F","US History I","",452,67.68,32.32
"2011-2012","","F","US History II","CST",447,71.23,28.77
"2011-2012","","F","US History II","",447,71.23,28.77
"2011-2012","","F","VA Studies","CST",467,82.35,17.65
"2011-2012","","F","VA Studies","",467,82.35,17.65
"2011-2012","","F","VA & US History","EOC",419,65.22,34.78
"2011-2012","","F","VA & US History","",419,65.22,34.78
"2011-2012","","F","World History I","EOC",430,70.06,29.94
"2011-2012","","F","World History I","",430,70.06,29.94
"2011-2012","","F","World History II","EOC",440,83.17,16.83
"2011-2012","","F","World History II","",440,83.17,16.83
"2011-2012","","F","Writing","5",463,84.3,15.7
"2011-2012","","F","Writing","8",430,90.51,9.49
"2011-2012","","F","Writing","EOC",468,88.27,11.73
"2011-2012","","F","Writing","",446,87.6,12.4
"2011-2012","","F","","",413,58.04,41.96
"2011-2012","","F","","",446,87.6,12.4
"2011-2012","","F","","",455,76.8,23.2
"2011-2012","","F","","",465,84.31,15.69
"2011-2012","","F","","",466,81.57,18.43
"2011-2012","","M","Algebra I","EOC",428,70.92,29.08
"2011-2012","","M","Algebra I","",428,70.92,29.08
"2011-2012","","M","Algebra II","EOC",423,71.26,28.74
"2011-2012","","M","Algebra II","",423,71.26,28.74
"2011-2012","","M","Biology","EOC",447,83.44,16.56
"2011-2012","","M","Biology","",447,83.44,16.56
"2011-2012","","M","Chemistry","EOC",455,92.38,7.62
"2011-2012","","M","Chemistry","",455,92.38,7.62
"2011-2012","","M","Civics & Econ","CST",440,71.81,28.19
"2011-2012","","M","Civics & Econ","",440,71.81,28.19
"2011-2012","","M","Earth Science","EOC",447,79.77,20.23
"2011-2012","","M","Earth Science","",447,79.77,20.23
"2011-2012","","M","English Reading","3",456,80.92,19.08
"2011-2012","","M","English Reading","4",452,84.57,15.43
"2011-2012","","M","English Reading","5",461,81.82,18.18
"2011-2012","","M","English Reading","6",455,75,25
"2011-2012","","M","English Reading","7",451,75.39,24.61
"2011-2012","","M","English Reading","8",455,78.71,21.29
"2011-2012","","M","English Reading","EOC",471,86.29,13.71
"2011-2012","","M","English Reading","",455,79.46,20.54
"2011-2012","","M","Geography","EOC",428,79.17,20.83
"2011-2012","","M","Geography","",428,79.17,20.83
"2011-2012","","M","Geometry","EOC",422,70.97,29.03
"2011-2012","","M","Geometry","",422,70.97,29.03
"2011-2012","","M","History","3",463,85.47,14.53
"2011-2012","","M","History","",463,86.34,13.66
"2011-2012","","M","Mathematics","3",415,57.23,42.77
"2011-2012","","M","Mathematics","4",422,63.93,36.07
"2011-2012","","M","Mathematics","5",409,52.17,47.83
"2011-2012","","M","Mathematics","6",411,60.28,39.72
"2011-2012","","M","Mathematics","7",393,42.47,57.53
"2011-2012","","M","Mathematics","8",404,50.99,49.01
"2011-2012","","M","Mathematics","",410,54.79,45.21
"2011-2012","","M","Science","3",478,87.86,12.14
"2011-2012","","M","Science","5",478,87.7,12.3
"2011-2012","","M","Science","8",469,86.45,13.55
"2011-2012","","M","Science","",475,87.38,12.62
"2011-2012","","M","US History I","CST",462,73.21,26.79
"2011-2012","","M","US History I","",462,73.21,26.79
"2011-2012","","M","US History II","CST",463,82.42,17.58
"2011-2012","","M","US History II","",463,82.42,17.58
"2011-2012","","M","VA Studies","CST",465,82.98,17.02
"2011-2012","","M","VA Studies","",465,82.98,17.02
"2011-2012","","M","VA & US History","EOC",437,80.67,19.33
"2011-2012","","M","VA & US History","",437,80.67,19.33
"2011-2012","","M","World History I","EOC",431,67.46,32.54
"2011-2012","","M","World History I","",431,67.46,32.54
"2011-2012","","M","World History II","EOC",460,79.8,20.2
"2011-2012","","M","World History II","",460,79.8,20.2
"2011-2012","","M","Writing","5",448,86.52,13.48
"2011-2012","","M","Writing","8",418,70.29,29.71
"2011-2012","","M","Writing","EOC",453,84.8,15.2
"2011-2012","","M","Writing","",433,78.49,21.51
"2011-2012","","M","","",410,54.79,45.21
"2011-2012","","M","","",433,78.49,21.51
"2011-2012","","M","","",455,79.46,20.54
"2011-2012","","M","","",459,79.77,20.23
"2011-2012","","M","","",475,87.38,12.62
"2011-2012","","","Algebra I","EOC",426,71.56,28.44
"2011-2012","","","Algebra I","",426,71.56,28.44
"2011-2012","","","Algebra II","EOC",426,69.47,30.53
"2011-2012","","","Algebra II","",426,69.47,30.53
"2011-2012","","","Biology","EOC",445,84.52,15.48
"2011-2012","","","Biology","",445,84.52,15.48
"2011-2012","","","Chemistry","EOC",452,92.04,7.96
"2011-2012","","","Chemistry","",452,92.04,7.96
"2011-2012","","","Civics & Econ","CST",442,72.51,27.49
"2011-2012","","","Civics & Econ","",442,72.51,27.49
"2011-2012","","","Earth Science","EOC",447,79.35,20.65
"2011-2012","","","Earth Science","",447,79.35,20.65
"2011-2012","","","English Reading","3",465,83.52,16.48
"2011-2012","","","English Reading","4",462,86.24,13.76
"2011-2012","","","English Reading","5",457,78.06,21.94
"2011-2012","","","English Reading","6",461,77.62,22.38
"2011-2012","","","English Reading","7",457,77.74,22.26
"2011-2012","","","English Reading","8",461,78.86,21.14
"2011-2012","","","English Reading","EOC",471,85.55,14.45
"2011-2012","","","English Reading","",460,80.48,19.52
"2011-2012","","","Geography","EOC",426,76.47,23.53
"2011-2012","","","Geography","",426,76.47,23.53
"2011-2012","","","Geometry","EOC",422,69.3,30.7
"2011-2012","","","Geometry","",422,69.3,30.7
"2011-2012","","","History","3",461,85.71,14.29
"2011-2012","","","History","",461,86.17,13.83
"2011-2012","","","Mathematics","3",414,57.88,42.12
"2011-2012","","","Mathematics","4",425,64.69,35.31
"2011-2012","","","Mathematics","5",407,50.15,49.85
"2011-2012","","","Mathematics","6",413,63.95,36.05
"2011-2012","","","Mathematics","7",396,41.73,58.27
"2011-2012","","","Mathematics","8",408,56.45,43.55
"2011-2012","","","Mathematics","",411,56.38,43.62
"2011-2012","","","Science","3",475,86.98,13.02
"2011-2012","","","Science","5",467,84.86,15.14
"2011-2012","","","Science","8",469,85.71,14.29
"2011-2012","","","Science","",470,85.87,14.13
"2011-2012","","","US History I","CST",457,70.48,29.52
"2011-2012","","","US History I","",457,70.48,29.52
"2011-2012","","","US History II","CST",456,77.44,22.56
"2011-2012","","","US History II","",456,77.44,22.56
"2011-2012","","","VA Studies","CST",466,82.67,17.33
"2011-2012","","","VA Studies","",466,82.67,17.33
"2011-2012","","","VA & US History","EOC",429,73.26,26.74
"2011-2012","","","VA & US History","",429,73.26,26.74
"2011-2012","","","World History I","EOC",430,68.98,31.02
"2011-2012","","","World History I","",430,68.98,31.02
"2011-2012","","","World History II","EOC",450,81.5,18.5
"2011-2012","","","World History II","",450,81.5,18.5
"2011-2012","","","Writing","5",455,85.5,14.5
"2011-2012","","","Writing","8",424,80.36,19.64
"2011-2012","","","Writing","EOC",460,86.49,13.51
"2011-2012","","","Writing","",439,82.87,17.13
"2011-2012","","","","",411,56.38,43.62
"2011-2012","","","","",439,82.87,17.13
"2011-2012","","","","",457,78.32,21.68
"2011-2012","","","","",460,80.48,19.52
"2011-2012","","","","",470,85.87,14.13
"2012-2013","Harrisonburg High","F","Algebra I","EOC",416,80,20
"2012-2013","Harrisonburg High","F","Algebra I","",416,80,20
"2012-2013","Harrisonburg High","F","Algebra II","EOC",433,70.34,29.66
"2012-2013","Harrisonburg High","F","Algebra II","",433,70.34,29.66
"2012-2013","Harrisonburg High","F","Biology","EOC",428,70.37,29.63
"2012-2013","Harrisonburg High","F","Biology","",428,70.37,29.63
"2012-2013","Harrisonburg High","F","Chemistry","EOC",432,78.36,21.64
"2012-2013","Harrisonburg High","F","Chemistry","",432,78.36,21.64
"2012-2013","Harrisonburg High","F","Earth Science","EOC",430,77.58,22.42
"2012-2013","Harrisonburg High","F","Earth Science","",430,77.58,22.42
"2012-2013","Harrisonburg High","F","English Reading","EOC",424,76.44,23.56
"2012-2013","Harrisonburg High","F","English Reading","",424,76.44,23.56
"2012-2013","Harrisonburg High","F","Geography","EOC",408,55.26,44.74
"2012-2013","Harrisonburg High","F","Geography","",408,55.26,44.74
"2012-2013","Harrisonburg High","F","Geometry","EOC",419,69,31
"2012-2013","Harrisonburg High","F","Geometry","",419,69,31
"2012-2013","Harrisonburg High","F","VA & US History","EOC",417,64.63,35.37
"2012-2013","Harrisonburg High","F","VA & US History","",417,64.63,35.37
"2012-2013","Harrisonburg High","F","World History I","EOC",437,76.03,23.97
"2012-2013","Harrisonburg High","F","World History I","",437,76.03,23.97
"2012-2013","Harrisonburg High","F","World History II","EOC",440,78.42,21.58
"2012-2013","Harrisonburg High","F","World History II","",440,78.42,21.58
"2012-2013","Harrisonburg High","F","Writing","EOC",451,82.32,17.68
"2012-2013","Harrisonburg High","F","Writing","",451,82.32,17.68
"2012-2013","Harrisonburg High","F","","",422,72.5,27.5
"2012-2013","Harrisonburg High","F","","",424,76.44,23.56
"2012-2013","Harrisonburg High","F","","",429,71.25,28.75
"2012-2013","Harrisonburg High","F","","",430,74.76,25.24
"2012-2013","Harrisonburg High","F","","",451,82.32,17.68
"2012-2013","Harrisonburg High","M","Algebra I","EOC",413,66.67,33.33
"2012-2013","Harrisonburg High","M","Algebra I","",413,66.67,33.33
"2012-2013","Harrisonburg High","M","Algebra II","EOC",424,73.47,26.53
"2012-2013","Harrisonburg High","M","Algebra II","",424,73.47,26.53
"2012-2013","Harrisonburg High","M","Biology","EOC",422,66.05,33.95
"2012-2013","Harrisonburg High","M","Biology","",422,66.05,33.95
"2012-2013","Harrisonburg High","M","Chemistry","EOC",436,84.68,15.32
"2012-2013","Harrisonburg High","M","Chemistry","",436,84.68,15.32
"2012-2013","Harrisonburg High","M","Earth Science","EOC",426,75.32,24.68
"2012-2013","Harrisonburg High","M","Earth Science","",426,75.32,24.68
"2012-2013","Harrisonburg High","M","English Reading","EOC",421,71.94,28.06
"2012-2013","Harrisonburg High","M","English Reading","",421,71.94,28.06
"2012-2013","Harrisonburg High","M","Geography","EOC",414,73.33,26.67
"2012-2013","Harrisonburg High","M","Geography","",414,73.33,26.67
"2012-2013","Harrisonburg High","M","Geometry","EOC",411,61.9,38.1
"2012-2013","Harrisonburg High","M","Geometry","",411,61.9,38.1
"2012-2013","Harrisonburg High","M","VA & US History","EOC",432,73.81,26.19
"2012-2013","Harrisonburg High","M","VA & US History","",432,73.81,26.19
"2012-2013","Harrisonburg High","M","World History I","EOC",437,74.36,25.64
"2012-2013","Harrisonburg High","M","World History I","",437,74.36,25.64
"2012-2013","Harrisonburg High","M","World History II","EOC",455,88.64,11.36
"2012-2013","Harrisonburg High","M","World History II","",455,88.64,11.36
"2012-2013","Harrisonburg High","M","Writing","EOC",441,76.92,23.08
"2012-2013","Harrisonburg High","M","Writing","",441,76.92,23.08
"2012-2013","Harrisonburg High","M","","",415,65.91,34.09
"2012-2013","Harrisonburg High","M","","",421,71.94,28.06
"2012-2013","Harrisonburg High","M","","",427,74.01,25.99
"2012-2013","Harrisonburg High","M","","",437,76.68,23.32
"2012-2013","Harrisonburg High","M","","",441,76.92,23.08
"2012-2013","Harrisonburg High","","Algebra I","EOC",414,73.48,26.52
"2012-2013","Harrisonburg High","","Algebra I","",414,73.48,26.52
"2012-2013","Harrisonburg High","","Algebra II","EOC",429,71.6,28.4
"2012-2013","Harrisonburg High","","Algebra II","",429,71.6,28.4
"2012-2013","Harrisonburg High","","Biology","EOC",426,68.52,31.48
"2012-2013","Harrisonburg High","","Biology","",426,68.52,31.48
"2012-2013","Harrisonburg High","","Chemistry","EOC",434,81.22,18.78
"2012-2013","Harrisonburg High","","Chemistry","",434,81.22,18.78
"2012-2013","Harrisonburg High","","Earth Science","EOC",428,76.49,23.51
"2012-2013","Harrisonburg High","","Earth Science","",428,76.49,23.51
"2012-2013","Harrisonburg High","","English Reading","EOC",422,74.05,25.95
"2012-2013","Harrisonburg High","","English Reading","",422,74.05,25.95
"2012-2013","Harrisonburg High","","Geography","EOC",411,63.24,36.76
"2012-2013","Harrisonburg High","","Geography","",411,63.24,36.76
"2012-2013","Harrisonburg High","","Geometry","EOC",415,65.76,34.24
"2012-2013","Harrisonburg High","","Geometry","",415,65.76,34.24
"2012-2013","Harrisonburg High","","VA & US History","EOC",425,69.28,30.72
"2012-2013","Harrisonburg High","","VA & US History","",425,69.28,30.72
"2012-2013","Harrisonburg High","","World History I","EOC",437,75.17,24.83
"2012-2013","Harrisonburg High","","World History I","",437,75.17,24.83
"2012-2013","Harrisonburg High","","World History II","EOC",446,82.38,17.62
"2012-2013","Harrisonburg High","","World History II","",446,82.38,17.62
"2012-2013","Harrisonburg High","","Writing","EOC",446,79.43,20.57
"2012-2013","Harrisonburg High","","Writing","",446,79.43,20.57
"2012-2013","Harrisonburg High","","","",419,69.51,30.49
"2012-2013","Harrisonburg High","","","",422,74.05,25.95
"2012-2013","Harrisonburg High","","","",428,74.42,25.58
"2012-2013","Harrisonburg High","","","",433,73.85,26.15
"2012-2013","Harrisonburg High","","","",446,79.43,20.57
"2012-2013","Keister Elementary","F","English Reading","3",438,79.07,20.93
"2012-2013","Keister Elementary","F","English Reading","4",456,75.51,24.49
"2012-2013","Keister Elementary","F","English Reading","",448,77.17,22.83
"2012-2013","Keister Elementary","F","Mathematics","3",408,67.44,32.56
"2012-2013","Keister Elementary","F","Mathematics","4",479,83.67,16.33
"2012-2013","Keister Elementary","F","Mathematics","",446,76.09,23.91
"2012-2013","Keister Elementary","F","Science","3",443,76.74,23.26
"2012-2013","Keister Elementary","F","Science","",443,76.74,23.26
"2012-2013","Keister Elementary","F","VA Studies","CST",486,81.63,18.37
"2012-2013","Keister Elementary","F","VA Studies","",486,81.63,18.37
"2012-2013","Keister Elementary","F","","",443,76.74,23.26
"2012-2013","Keister Elementary","F","","",446,76.09,23.91
"2012-2013","Keister Elementary","F","","",448,77.17,22.83
"2012-2013","Keister Elementary","F","","",486,81.63,18.37
"2012-2013","Keister Elementary","M","English Reading","3",442,81.25,18.75
"2012-2013","Keister Elementary","M","English Reading","4",417,71.05,28.95
"2012-2013","Keister Elementary","M","English Reading","",431,76.74,23.26
"2012-2013","Keister Elementary","M","Mathematics","3",429,72.34,27.66
"2012-2013","Keister Elementary","M","Mathematics","4",433,71.79,28.21
"2012-2013","Keister Elementary","M","Mathematics","",431,72.09,27.91
"2012-2013","Keister Elementary","M","Science","3",455,87.5,12.5
"2012-2013","Keister Elementary","M","Science","",455,87.5,12.5
"2012-2013","Keister Elementary","M","VA Studies","CST",471,89.74,10.26
"2012-2013","Keister Elementary","M","VA Studies","",471,89.74,10.26
"2012-2013","Keister Elementary","M","","",431,72.09,27.91
"2012-2013","Keister Elementary","M","","",431,76.74,23.26
"2012-2013","Keister Elementary","M","","",455,87.5,12.5
"2012-2013","Keister Elementary","M","","",471,89.74,10.26
"2012-2013","Keister Elementary","","English Reading","3",440,80.22,19.78
"2012-2013","Keister Elementary","","English Reading","4",439,73.56,26.44
"2012-2013","Keister Elementary","","English Reading","",440,76.97,23.03
"2012-2013","Keister Elementary","","Mathematics","3",419,70,30
"2012-2013","Keister Elementary","","Mathematics","4",459,78.41,21.59
"2012-2013","Keister Elementary","","Mathematics","",439,74.16,25.84
"2012-2013","Keister Elementary","","Science","3",449,82.42,17.58
"2012-2013","Keister Elementary","","Science","",449,82.42,17.58
"2012-2013","Keister Elementary","","VA Studies","CST",479,85.23,14.77
"2012-2013","Keister Elementary","","VA Studies","",479,85.23,14.77
"2012-2013","Keister Elementary","","","",439,74.16,25.84
"2012-2013","Keister Elementary","","","",440,76.97,23.03
"2012-2013","Keister Elementary","","","",449,82.42,17.58
"2012-2013","Keister Elementary","","","",479,85.23,14.77
"2012-2013","Skyline Middle","F","Algebra I","EOC",459,96.15,3.85
"2012-2013","Skyline Middle","F","Algebra I","",459,96.15,3.85
"2012-2013","Skyline Middle","F","Civics & Econ","CST",452,69.49,30.51
"2012-2013","Skyline Middle","F","Civics & Econ","",452,69.49,30.51
"2012-2013","Skyline Middle","F","English Reading","5",419,60,40
